Generation,evals,avg,std,min,max,best_one,fitness_best_one
186,338,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
187,350,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
188,346,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
189,348,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
190,352,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
191,352,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
192,324,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
193,348,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
194,344,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
195,340,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
196,328,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
197,342,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
198,344,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
199,348,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
200,340,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
