Generation,evals,avg,std,min,max,best_one,fitness_best_one
185,680,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
186,664,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
187,704,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
188,676,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
189,688,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
190,708,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
191,680,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
192,676,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
193,698,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
194,670,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
195,652,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
196,680,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
197,676,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
198,670,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
199,656,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
200,678,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
