Generation,evals,avg,std,min,max,best_one,fitness_best_one
186,80,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
187,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
188,92,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
189,90,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
190,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
191,82,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
192,78,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
193,78,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
194,78,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
195,84,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
196,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
197,90,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
198,88,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
199,82,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
200,96,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
